#Organism Name	Organism Groups	Strain	BioSample	BioProject	Size(Mb)	GC%	Replicons	CDS	Neighbors	Release Date	Assembly	Genes	Modify Date	tRNA
Ketogulonicigenium vulgare	Bacteria;Proteobacteria;Alphaproteobacteria	Hbe602	SAMN04159244	PRJNA298454	0.267988	61.3259	1:NZ_CP012909.1/CP012909.1	242	0	2016-01-27T00:00:00Z	GCA_001399515.1	251	2017-04-11T00:00:00Z	3
Ketogulonicigenium vulgare	Bacteria;Proteobacteria;Alphaproteobacteria	Hbe602	SAMN04159244	PRJNA298454	0.242716	62.5826	2:NZ_CP012910.1/CP012910.1	214	0	2016-01-27T00:00:00Z	GCA_001399515.1	216	2017-04-11T00:00:00Z	0
Ketogulonicigenium vulgare	Bacteria;Proteobacteria;Alphaproteobacteria	SKV	SAMN05390006	PRJNA329028	0.267949	61.3214	pKvSKV1:NZ_CP016593.1/CP016593.1	231	0	2016-07-27T00:00:00Z	GCA_001693655.1	251	2017-04-13T00:00:00Z	3
Ketogulonicigenium vulgare WSH-001	Bacteria;Proteobacteria;Alphaproteobacteria	WSH-001		PRJNA48079	0.242715	62.582	2:NC_017385.1/CP002020.1	215	0	2012-04-24T00:00:00Z	GCA_000223375.1	215	2014-12-18T00:00:00Z	0
Ketogulonicigenium vulgare WSH-001	Bacteria;Proteobacteria;Alphaproteobacteria	WSH-001		PRJNA48079	0.267986	61.3252	1:NC_017386.1/CP002019.1	243	0	2012-04-24T00:00:00Z	GCA_000223375.1	250	2014-12-18T00:00:00Z	3
Ketogulonicigenium vulgare Y25	Bacteria;Proteobacteria;Alphaproteobacteria	Y25	SAMN02603012	PRJNA51787	0.268675	61.3526	pYP1:NC_014621.1/CP002225.1	226	0	2010-10-26T00:00:00Z	GCA_000164885.1	251	2017-04-07T00:00:00Z	3
Ketogulonicigenium vulgare Y25	Bacteria;Proteobacteria;Alphaproteobacteria	Y25	SAMN02603012	PRJNA51787	0.243645	62.6337	pYP12:NC_014626.1/CP002226.1	186	0	2010-11-01T00:00:00Z	GCA_000164885.1	217	2017-04-07T00:00:00Z	0
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	Bacteria;Terrabacteria group;Actinobacteria	SRS30216	SAMN02598259	PRJNA10689	0.012917	72.2614	pKRAD02:NC_009660.1/CP000752.1	17	0	2007-07-24T00:00:00Z	GCA_000017305.1	17	2017-05-18T00:00:00Z	0
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	Bacteria;Terrabacteria group;Actinobacteria	SRS30216	SAMN02598259	PRJNA10689	0.182572	69.4334	pKRAD01:NC_009806.1/CP000751.1	183	0	2007-09-17T00:00:00Z	GCA_000017305.1	185	2017-05-18T00:00:00Z	0
Streptomyces lavendulae subsp. lavendulae	Bacteria;Terrabacteria group;Actinobacteria			PRJNA262104	0.241077	72.116	pSA3239:NC_024970.1/KJ396772.2	234	0	2014-09-26T00:00:00Z		234	2014-12-18T00:00:00Z	0
Kitasatospora aureofaciens	Bacteria;Terrabacteria group;Actinobacteria	DM-1	SAMN06670791	PRJNA381130	0.252068	71.159	unnamed1:NZ_CP020568.1/CP020568.1	226	0	2017-04-17T00:00:00Z	GCA_002082605.1	245	2018-04-11T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1320	SAMN03733745	PRJNA246471	0.013981	54.71	pKPC_CAV1320:NZ_CP011573.1/CP011573.1	10	0	2015-06-18T00:00:00Z	GCA_001021995.1	12	2017-09-25T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	G7	SAMN03448049	PRJNA279469	0.174066	53.0672	pGPN1:NZ_CP011540.1/CP011540.1	218	0	2016-03-17T00:00:00Z	GCA_001571545.2	225	2018-01-12T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	Ea77	SAMN05068064	PRJNA322201	0.004536	40.8951	pEA77a:NZ_CM004623.1/CM004623.1	6	0	2016-09-19T00:00:00Z	GCA_001649605.2	6	2017-04-06T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria			PRJNA187842	0.053423	64.1166	R751:NC_001735.4/U67194.4	66	0	1996-09-29T00:00:00Z		68	2014-12-18T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	AR_0009	SAMN04014850	PRJNA292901	0.009294	55.1754	tig00000054_pilon:NZ_CP024884.1/CP024884.1	13	0	2017-11-29T00:00:00Z	GCA_002796525.1	13	2017-11-29T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	FDAARGOS_139	SAMN03996283	PRJNA231221	0.082007	51.9626	unnamed:NZ_CP014747.1/CP014747.1	76	0	2016-03-18T00:00:00Z	GCA_001593585.2	85	2018-02-23T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	AR_0062	SAMN04014903	PRJNA292904	0.054418	52.1519	tig00000053_pilon:NZ_CP026757.1/CP026757.1	66	0	2018-03-03T00:00:00Z	GCF_002948835.1	75	2018-03-03T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	AR_0062	SAMN04014903	PRJNA292904	0.032789	44.4814	tig00000058_pilon:NZ_CP026758.1/CP026758.1	43	0	2018-03-03T00:00:00Z	GCF_002948835.1	46	2018-03-03T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	AR_0062	SAMN04014903	PRJNA292904	0.025674	40.1768	tig00000059_pilon:NZ_CP026759.1/CP026759.1	30	0	2018-03-03T00:00:00Z	GCF_002948835.1	30	2018-03-03T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	AR_0062	SAMN04014903	PRJNA292904	0.067494	51.5838	unnamed4:NZ_CP026760.1/CP026760.1	71	0	2018-03-03T00:00:00Z	GCF_002948835.1	79	2018-03-03T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	AR_0161	SAMN04015002	PRJNA292902	0.451422	49.621	unnamed:NZ_CP028952.1/CP028952.1	405	0	2018-04-28T00:00:00Z	GCA_003071285.1	498	2018-04-28T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	FDAARGOS_327	SAMN06173340	PRJNA231221	0.009294	55.1539	unnamed1:NZ_CP031757.1/CP031757.1	13	0	2018-09-13T00:00:00Z	GCA_003546885.1	13	2018-09-13T00:00:00Z	0
Klebsiella aerogenes	Bacteria;Proteobacteria;Gammaproteobacteria	FDAARGOS_327	SAMN06173340	PRJNA231221	0.002938	44.7243	unnamed2:NZ_CP031758.1/CP031758.1	2	0	2018-09-13T00:00:00Z	GCA_003546885.1	5	2018-09-13T00:00:00Z	0
Klebsiella aerogenes EA1509E	Bacteria;Proteobacteria;Gammaproteobacteria	EA1509E	SAMEA3138432	PRJNA61107	0.162202	52.5431	pEA1509_B:NC_020180.1/FO203354.1	204	0	2013-01-25T00:00:00Z	GCA_000334515.1	212	2017-04-01T00:00:00Z	0
Klebsiella aerogenes EA1509E	Bacteria;Proteobacteria;Gammaproteobacteria	EA1509E	SAMEA3138432	PRJNA61107	0.009294	55.1539	pEA1509_A:NC_020182.1/FO203353.1	13	0	2013-01-25T00:00:00Z	GCA_000334515.1	13	2017-04-01T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	M1	SAMN02887315	PRJNA253752	0.204468	52.0468	pKOXM1A:NZ_CP008842.1/CP008842.1	202	0	2015-01-21T00:00:00Z	GCA_000724525.1	238	2017-02-21T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	M1	SAMN02887315	PRJNA253752	0.183015	53.0279	pKOXM1B:NZ_CP008843.1/CP008843.1	189	0	2015-01-21T00:00:00Z	GCA_000724525.1	223	2017-02-21T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	M1	SAMN02887315	PRJNA253752	0.055298	53.1014	pKOXM1C:NZ_CP008844.1/CP008844.1	61	0	2015-01-21T00:00:00Z	GCA_000724525.1	61	2017-02-21T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	M1	SAMN02887315	PRJNA253752	0.003514	54.3825	pKOXM1D:NZ_CP008845.1/CP008845.1	5	0	2015-01-21T00:00:00Z	GCA_000724525.1	7	2017-02-21T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	K516	SAMN07315162	PRJNA393093	0.126877	53.466	pK516_KPC:NZ_CP022349.1/CP022349.1	139	0	2017-07-14T00:00:00Z	GCA_002216835.1	151	2017-07-14T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	K516	SAMN07315162	PRJNA393093	0.10614	55.5493	pK516_NDM1:NZ_CP022350.1/CP022350.1	111	0	2017-07-14T00:00:00Z	GCA_002216835.1	134	2017-07-14T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	K516	SAMN07315162	PRJNA393093	0.046149	46.6489	pK516_NDM5:NZ_CP022351.1/CP022351.1	50	0	2017-07-14T00:00:00Z	GCA_002216835.1	63	2017-07-14T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	K518	SAMN07551913	PRJNA393093	0.126846	53.4664	pK518_KPC:NZ_CP023186.1/CP023186.1	130	0	2017-09-14T00:00:00Z	GCA_002290285.1	150	2017-09-14T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	K518	SAMN07551913	PRJNA393093	0.106579	55.5025	pK518_NDM1:NZ_CP023187.1/CP023187.1	110	0	2017-09-14T00:00:00Z	GCA_002290285.1	138	2017-09-14T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	K518	SAMN07551913	PRJNA393093	0.046146	46.6519	pK518_NDM5:NZ_CP023188.1/CP023188.1	55	0	2017-09-14T00:00:00Z	GCA_002290285.1	62	2017-09-14T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	AR375	SAMN07291518	PRJNA316321	0.114072	52.047	unnamed1:NZ_CP029140.1/CP029140.1	97	0	2018-05-02T00:00:00Z	GCA_003074075.1	125	2018-06-07T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	AR375	SAMN07291518	PRJNA316321	0.340462	51.6492	unnamed2:NZ_CP029142.1/CP029142.1	362	0	2018-05-02T00:00:00Z	GCA_003074075.1	401	2018-06-07T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	AR375	SAMN07291518	PRJNA316321	0.134879	51.5855	unnamed3:NZ_CP029143.1/CP029143.1	150	0	2018-05-02T00:00:00Z	GCA_003074075.1	164	2018-06-07T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	AR375	SAMN07291518	PRJNA316321	0.001008	63.2937	unnamed4:NZ_CP029144.1/CP029144.1	1	0	2018-05-02T00:00:00Z	GCA_003074075.1	1	2018-06-07T00:00:00Z	0
Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria	AACKY	SAMN09296203	PRJNA474242	0.100894	48.2229	pPIMR:CP029771.1	101	0	2018-06-11T00:00:00Z	GCA_003205795.1	135	2018-06-12T00:00:00Z	0
Klebsiella michiganensis E718	Bacteria;Proteobacteria;Gammaproteobacteria	E718	SAMN02603642	PRJNA167370	0.353865	47.5198	pKOX_R1:NC_018107.1/CP003684.1	341	0	2012-07-25T00:00:00Z	GCA_000276705.2	403	2018-07-15T00:00:00Z	0
Klebsiella michiganensis E718	Bacteria;Proteobacteria;Gammaproteobacteria	E718	SAMN02603642	PRJNA167370	0.110781	54.8479	pKOX_NDM1:NC_021501.1/JQ314407.1	110	0	2013-06-17T00:00:00Z	GCA_000276705.2	138	2018-07-15T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1335	SAMN03733750	PRJNA246471	0.00541	52.2181	pCAV1335-5410:NZ_CP011613.1/CP011613.1	8	0	2015-06-18T00:00:00Z	GCA_001022115.1	9	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1335	SAMN03733750	PRJNA246471	0.092095	53.2298	pCAV1335-92:NZ_CP011614.1/CP011614.1	110	0	2015-06-18T00:00:00Z	GCA_001022115.1	120	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1335	SAMN03733750	PRJNA246471	0.113105	54.1771	pKPC_CAV1335:NZ_CP011615.1/CP011615.1	119	0	2015-06-18T00:00:00Z	GCA_001022115.1	125	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1335	SAMN03733750	PRJNA246471	0.117623	49.6255	pCAV1335-118:NZ_CP011616.1/CP011616.1	132	0	2015-06-18T00:00:00Z	GCA_001022115.1	133	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1335	SAMN03733750	PRJNA246471	0.115319	51.4772	pCAV1335-115:NZ_CP011617.1/CP011617.1	120	0	2015-06-18T00:00:00Z	GCA_001022115.1	147	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.001919	51.3288	pCAV1374-1919:NZ_CP011625.1/CP011625.1	4	0	2015-06-18T00:00:00Z	GCA_001022195.1	5	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.006538	51.8048	pCAV1374-6538:NZ_CP011626.1/CP011626.1	5	0	2015-06-18T00:00:00Z	GCA_001022195.1	5	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.014274	48.781	pCAV1374-14:NZ_CP011627.1/CP011627.1	12	0	2015-06-18T00:00:00Z	GCA_001022195.1	16	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.016069	59.3441	pCAV1374-16:NZ_CP011628.1/CP011628.1	21	0	2015-06-18T00:00:00Z	GCA_001022195.1	24	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.03361	44.2815	pCAV1374-34:NZ_CP011629.1/CP011629.1	39	0	2015-06-18T00:00:00Z	GCA_001022195.1	41	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.0492	51.2703	pCAV1374-49:NZ_CP011630.1/CP011630.1	50	0	2015-06-18T00:00:00Z	GCA_001022195.1	61	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.053596	52.7297	pCAV1374-54:NZ_CP011631.1/CP011631.1	58	0	2015-06-18T00:00:00Z	GCA_001022195.1	61	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.083652	53.1703	pCAV1374-84:NZ_CP011632.1/CP011632.1	96	0	2015-06-18T00:00:00Z	GCA_001022195.1	103	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.150318	53.6669	pCAV1374-150:NZ_CP011633.1/CP011633.1	163	0	2015-06-18T00:00:00Z	GCA_001022195.1	186	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.22768	53.8348	pCAV1374-228:NZ_CP011634.1/CP011634.1	247	0	2015-06-18T00:00:00Z	GCA_001022195.1	280	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1374	SAMN03733738	PRJNA246471	0.332956	51.4633	pKPC_CAV1374:NZ_CP011635.1/CP011635.1	339	0	2015-06-18T00:00:00Z	GCA_001022195.1	366	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1099	SAMN03733663	PRJNA246471	0.00541	52.2181	pCAV1099-5410:NZ_CP011592.1/CP011592.1	8	0	2015-06-18T00:00:00Z	GCA_001022295.1	9	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1099	SAMN03733663	PRJNA246471	0.06891	52.1245	pCAV1099-69:NZ_CP011593.1/CP011593.1	84	0	2015-06-18T00:00:00Z	GCA_001022295.1	92	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1099	SAMN03733663	PRJNA246471	0.111395	48.8675	pCAV1099-111:NZ_CP011594.1/CP011594.1	123	0	2015-06-18T00:00:00Z	GCA_001022295.1	124	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1099	SAMN03733663	PRJNA246471	0.113105	54.1771	pKPC_CAV1099:NZ_CP011595.1/CP011595.1	119	0	2015-06-18T00:00:00Z	GCA_001022295.1	125	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1099	SAMN03733663	PRJNA246471	0.113992	51.5185	pCAV1099-114:NZ_CP011596.1/CP011596.1	118	0	2015-06-18T00:00:00Z	GCA_001022295.1	145	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	JKo3	SAMD00039250	PRJDB4173	0.209081	52.6772	pKO_JKo3_1:NZ_AP014952.1/AP014952.1	226	0	2016-05-28T00:00:00Z	GCA_001548355.1	262	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	JKo3	SAMD00039250	PRJDB4173	0.104259	50.0398	pKO_JKo3_2:NZ_AP014953.1/AP014953.1	109	0	2016-05-28T00:00:00Z	GCA_001548355.1	113	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	JKo3	SAMD00039250	PRJDB4173	0.081481	52.6012	pKO_JKo3_3:NZ_AP014954.1/AP014954.1	95	0	2016-05-28T00:00:00Z	GCA_001548355.1	104	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	JKo3	SAMD00039250	PRJDB4173	0.003897	42.212	pKO_JKo3_4:NZ_AP014955.1/AP014955.1	5	0	2016-05-28T00:00:00Z	GCA_001548355.1	6	2017-02-21T00:00:00Z	0
Klebsiella oxytoca KOX105	Bacteria;Proteobacteria;Gammaproteobacteria			PRJNA178878	0.054641	51.8237	pKOX105:NC_014208.1/HM126016.1	70	0	2010-06-07T00:00:00Z		70	2014-12-17T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria			PRJNA178878	0.006061	55.1724	pINCan01:NC_019286.1/JN596279.1	7	0	2012-11-04T00:00:00Z		7	2014-12-17T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria			PRJNA178878	0.089977	54.4139	pACM1:NC_024997.1/KJ541681.1	92	0	2014-09-25T00:00:00Z		98	2014-12-18T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1015	SAMN03733631	PRJNA246471	0.113105	54.1771	pKPC_UVA02:NZ_CP017929.1/CP017929.1	119	0	2016-11-08T00:00:00Z	GCA_001870185.1	125	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1015	SAMN03733631	PRJNA246471	0.114139	51.4907	pCAV1015-114:NZ_CP017930.1/CP017930.1	117	0	2016-11-08T00:00:00Z	GCA_001870185.1	145	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1015	SAMN03733631	PRJNA246471	0.111395	48.8675	pCAV1015-111:NZ_CP017931.1/CP017931.1	123	0	2016-11-08T00:00:00Z	GCA_001870185.1	124	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1015	SAMN03733631	PRJNA246471	0.076186	52.6868	pCAV1015-76:NZ_CP017932.1/CP017932.1	91	0	2016-11-08T00:00:00Z	GCA_001870185.1	99	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1015	SAMN03733631	PRJNA246471	0.011638	58.0856	pCAV1015-12:NZ_CP017933.1/CP017933.1	16	0	2016-11-08T00:00:00Z	GCA_001870185.1	18	2017-02-21T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1752	SAMN03733848	PRJNA246471	0.003851	53.3887	pCAV1752-3851:NZ_CP018357.1/CP018357.1	5	0	2017-02-03T00:00:00Z	GCA_001970835.1	7	2017-02-22T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1752	SAMN03733848	PRJNA246471	0.004374	48.9026	pCAV1752-4374:NZ_CP018358.1/CP018358.1	6	0	2017-02-03T00:00:00Z	GCA_001970835.1	7	2017-02-22T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1752	SAMN03733848	PRJNA246471	0.005521	44.9918	pCAV1752-5521:NZ_CP018359.1/CP018359.1	7	0	2017-02-03T00:00:00Z	GCA_001970835.1	9	2017-02-22T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1752	SAMN03733848	PRJNA246471	0.111017	49.1961	pCAV1752-111:NZ_CP018360.1/CP018360.1	116	0	2017-02-03T00:00:00Z	GCA_001970835.1	119	2017-02-22T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1752	SAMN03733848	PRJNA246471	0.277616	53.1587	pCAV1752-278:NZ_CP018361.1/CP018361.1	289	0	2017-02-03T00:00:00Z	GCA_001970835.1	326	2017-02-22T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	AR_0147	SAMN04014988	PRJNA292902	0.110705	54.0987	unitig_2:NZ_CP020359.1/CP020359.1	130	0	2017-03-30T00:00:00Z	GCA_002072655.1	144	2017-03-30T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH4	SAMN04287054	PRJNA430813	0.052919	51.2217	unnamed:NZ_CP026270.1/CP026270.1	58	0	2018-02-01T00:00:00Z	GCA_002906395.1	60	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH4	SAMN04287054	PRJNA430813	0.073495	53.8785	pKOX-4655:NZ_CP026271.1/CP026271.1	92	0	2018-02-01T00:00:00Z	GCA_002906395.1	102	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH4	SAMN04287054	PRJNA430813	0.144055	53.0853	pKPC-f607:NZ_CP026272.1/CP026272.1	128	0	2018-02-01T00:00:00Z	GCA_002906395.1	162	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH4	SAMN04287054	PRJNA430813	0.17968	44.6299	pKOX-ea2b:NZ_CP026273.1/CP026273.1	224	0	2018-02-01T00:00:00Z	GCA_002906395.1	227	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH4	SAMN04287054	PRJNA430813	0.235655	52.4029	pKPC-4b66:NZ_CP026274.1/CP026274.1	249	0	2018-02-01T00:00:00Z	GCA_002906395.1	288	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH2	SAMN03456001	PRJNA430813	0.048636	52.7325	pKOR-0e8e:NZ_CP026278.1/CP026278.1	61	0	2018-02-01T00:00:00Z	GCA_002906415.1	69	2018-02-01T00:00:00Z	1
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH2	SAMN03456001	PRJNA430813	0.062185	50.5829	pKOR-b08d:NZ_CP026279.1/CP026279.1	72	0	2018-02-01T00:00:00Z	GCA_002906415.1	78	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH2	SAMN03456001	PRJNA430813	0.152041	51.7867	pKPC-55bf:NZ_CP026280.1/CP026280.1	166	0	2018-02-01T00:00:00Z	GCA_002906415.1	190	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH2	SAMN03456001	PRJNA430813	0.198115	52.3509	pKOR-01e8:NZ_CP026281.1/CP026281.1	235	0	2018-02-01T00:00:00Z	GCA_002906415.1	244	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH2	SAMN03456001	PRJNA430813	0.262864	51.0933	pKOR-e3cb:NZ_CP026282.1/CP026282.1	277	0	2018-02-01T00:00:00Z	GCA_002906415.1	311	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH2	SAMN03456001	PRJNA430813	0.125961	51.6128	pKOR-e6bf:NZ_CP026283.1/CP026283.1	130	0	2018-02-01T00:00:00Z	GCA_002906415.1	152	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH2	SAMN03456001	PRJNA430813	0.132994	51.8068	pKOR-5873:NZ_CP026284.1/CP026284.1	142	0	2018-02-01T00:00:00Z	GCA_002906415.1	159	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH5	SAMN06040382	PRJNA430813	0.282476	51.3445	pKOR-ab4d:NZ_CP026276.1/CP026276.1	288	0	2018-02-01T00:00:00Z	GCA_002906435.1	340	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH5	SAMN06040382	PRJNA430813	0.056561	53.3866	pKPC-8bc0:NZ_CP026277.1/CP026277.1	63	0	2018-02-01T00:00:00Z	GCA_002906435.1	76	2018-02-01T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	AR_0028	SAMN04014869	PRJNA292901	0.189585	51.1396	unitig_1_pilon:NZ_CP026716.1/CP026716.1	159	0	2018-03-02T00:00:00Z	GCA_002947505.1	197	2018-03-02T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	AR_0028	SAMN04014869	PRJNA292901	0.08097	56.8766	unitig_2_pilon:NZ_CP026717.1/CP026717.1	92	0	2018-03-02T00:00:00Z	GCA_002947505.1	102	2018-03-02T00:00:00Z	0
